8.990000000000000000e+02,5.070000000000000000e+02
7.656000000000000227e+02,7.920000000000000000e+02
7.690000000000000000e+02,7.850000000000000000e+02
7.650000000000000000e+02,7.920000000000000000e+02
7.691999999999999318e+02,7.860000000000000000e+02
9.096000000000000227e+02,4.860000000000000000e+02
9.000000000000000000e+02,5.075999999999999659e+02
7.672319999999999709e+02,7.879679999999999609e+02
7.860000000000000000e+02,4.380000000000000000e+02
9.120000000000000000e+02,4.511999999999999886e+02
7.850000000000000000e+02,4.400000000000000000e+02
9.120000000000000000e+02,4.510000000000000000e+02
8.899199999999999591e+02,5.198400000000000318e+02
5.063999999999999773e+02,9.251999999999999318e+02
5.190000000000000000e+02,8.500000000000000000e+02
8.900000000000000000e+02,5.200000000000000000e+02
7.688908799999998109e+02,7.887974399999998241e+02
7.860000000000000000e+02,4.380000000000000000e+02
5.220000000000000000e+02,8.130000000000000000e+02
7.850000000000000000e+02,1.111000000000000000e+03
7.660799999999999272e+02,7.905599999999999454e+02
8.999423999999999069e+02,5.101055999999999813e+02
5.220000000000000000e+02,8.123999999999999773e+02
7.650000000000000000e+02,7.870000000000000000e+02
7.672319999999998572e+02,7.879679999999998472e+02
3.940000000000000000e+02,3.990000000000000000e+02
8.840000000000000000e+02,7.460000000000000000e+02
5.890000000000000000e+02,8.190000000000000000e+02
5.050000000000000000e+02,8.770000000000000000e+02
8.900000000000000000e+02,4.130000000000000000e+02
7.427999999999999545e+02,4.967999999999999545e+02
9.023999999999999773e+02,5.196000000000000227e+02
9.120000000000000000e+02,4.830000000000000000e+02
7.836000000000000227e+02,4.391999999999999886e+02
6.083999999999999773e+02,7.800000000000000000e+02
6.990000000000000000e+02,3.150000000000000000e+02
5.180000000000000000e+02,7.920000000000000000e+02
9.000000000000000000e+02,5.097599999999999909e+02
9.110000000000000000e+02,4.340000000000000000e+02
7.860000000000000000e+02,1.124000000000000000e+03
9.115199999999999818e+02,4.521599999999999682e+02
5.990000000000000000e+02,7.950000000000000000e+02
6.551999999999999318e+02,2.447999999999999829e+02
9.100799999999999272e+02,4.867199999999999704e+02
8.812799999999999727e+02,7.444223999999999251e+02
7.416000000000000227e+02,4.967999999999999545e+02
6.710000000000000000e+02,1.268000000000000000e+03
9.107999999999999545e+02,4.343999999999999773e+02
9.115199999999999818e+02,4.823999999999999773e+02
7.870000000000000000e+02,1.026000000000000000e+03
5.903999999999999773e+02,7.931999999999999318e+02
9.100000000000000000e+02,4.860000000000000000e+02
9.120000000000000000e+02,4.823999999999999773e+02
8.903999999999999773e+02,4.128000000000000114e+02
7.070000000000000000e+02,2.600000000000000000e+02
9.100799999999999272e+02,4.348799999999999955e+02
8.831999999999999318e+02,7.451999999999999318e+02
7.420000000000000000e+02,4.970000000000000000e+02
5.550000000000000000e+02,9.140000000000000000e+02
7.787999999999999545e+02,1.088399999999999864e+03
5.299199999999999591e+02,7.747200000000000273e+02
8.868372479999998177e+02,9.435709439999998267e+02
6.551999999999999318e+02,2.447999999999999829e+02
5.070000000000000000e+02,9.250000000000000000e+02
7.150000000000000000e+02,9.520000000000000000e+02
5.371200000000000045e+02,7.905599999999999454e+02
5.890000000000000000e+02,7.760000000000000000e+02
7.966079999999998336e+02,1.088639999999999873e+03
5.374079999999999018e+02,7.914239999999998645e+02
7.741439999999998918e+02,1.112831999999999880e+03
5.900000000000000000e+02,7.930000000000000000e+02
9.020000000000000000e+02,5.200000000000000000e+02
5.903999999999999773e+02,7.934399999999999409e+02
6.090000000000000000e+02,7.800000000000000000e+02
7.934399999999999409e+02,1.107359999999999900e+03
7.870000000000000000e+02,1.112000000000000000e+03
3.971999999999999886e+02,3.960000000000000000e+02
5.230000000000000000e+02,7.790000000000000000e+02
6.947999999999999545e+02,2.591999999999999886e+02
8.886288383999998359e+02,9.423765503999998145e+02
5.220000000000000000e+02,8.520000000000000000e+02
9.014399999999999409e+02,4.305600000000000023e+02
6.560000000000000000e+02,2.450000000000000000e+02
9.106559999999998354e+02,4.527359999999999332e+02
7.703838719999997693e+02,7.882997759999998379e+02
9.023999999999999773e+02,4.295999999999999659e+02
8.867999999999999545e+02,7.440000000000000000e+02
9.123839999999999009e+02,4.520447999999999524e+02
7.860000000000000000e+02,1.124399999999999864e+03
7.870000000000000000e+02,6.400000000000000000e+02
6.060000000000000000e+02,7.970000000000000000e+02
9.000000000000000000e+02,4.233599999999999568e+02
7.670000000000000000e+02,9.010000000000000000e+02
8.760000000000000000e+02,7.520000000000000000e+02
7.747200000000000273e+02,1.113119999999999891e+03
5.068799999999999955e+02,9.244800000000000182e+02
7.833600000000000136e+02,4.391999999999999886e+02
7.110000000000000000e+02,4.060000000000000000e+02
5.316000000000000227e+02,7.800000000000000000e+02
8.812799999999999727e+02,9.446399999999999864e+02
7.675199999999999818e+02,7.876799999999999500e+02
9.110000000000000000e+02,4.260000000000000000e+02
7.840000000000000000e+02,6.410000000000000000e+02
9.020159999999998490e+02,5.183999999999999773e+02
9.060000000000000000e+02,4.440000000000000000e+02
7.840000000000000000e+02,1.125000000000000000e+03
7.850000000000000000e+02,3.740000000000000000e+02
5.310000000000000000e+02,7.750000000000000000e+02
7.941887999999999010e+02,1.107302400000000034e+03
6.004800000000000182e+02,7.934399999999999409e+02
7.990000000000000000e+02,1.248000000000000000e+03
7.151999999999999318e+02,9.527999999999999545e+02
5.256000000000000227e+02,8.107199999999999136e+02
5.220000000000000000e+02,8.520000000000000000e+02
5.303999999999999773e+02,7.751999999999999318e+02
8.864639999999998281e+02,5.097599999999999341e+02
6.065279999999999063e+02,7.827839999999998781e+02
5.950000000000000000e+02,8.190000000000000000e+02
9.089279999999998836e+02,4.354559999999999604e+02
7.020000000000000000e+02,2.650000000000000000e+02
5.363999999999999773e+02,8.087999999999999545e+02
5.291999999999999318e+02,7.211999999999999318e+02
5.087999999999999545e+02,7.643999999999999773e+02
5.227200000000000273e+02,7.804800000000000182e+02
7.516799999999999500e+02,1.121471999999999753e+03
6.000000000000000000e+02,7.943999999999999773e+02
8.104319999999999027e+02,1.116287999999999784e+03
3.970000000000000000e+02,3.960000000000000000e+02
8.092799999999999727e+02,1.116000000000000000e+03
5.840000000000000000e+02,7.770000000000000000e+02
7.763999999999999773e+02,1.130399999999999864e+03
3.760000000000000000e+02,1.161000000000000000e+03
7.650000000000000000e+02,1.100000000000000000e+03
7.900415999999999030e+02,1.086566399999999931e+03
7.780000000000000000e+02,1.089000000000000000e+03
8.130000000000000000e+02,1.020000000000000000e+03
7.103999999999999773e+02,2.640000000000000000e+02
9.030000000000000000e+02,4.300000000000000000e+02
7.870000000000000000e+02,1.308000000000000000e+03
6.047999999999999545e+02,7.967999999999999545e+02
7.921151999999999589e+02,1.074124800000000050e+03
9.106559999999998354e+02,4.821119999999999095e+02
8.807999999999999545e+02,9.443999999999999773e+02
7.871999999999999318e+02,1.026000000000000000e+03
7.603199999999999363e+02,1.150847999999999729e+03
7.153919999999999391e+02,9.559295999999999367e+02
7.423487999999999829e+02,1.103155199999999923e+03
6.950000000000000000e+02,2.590000000000000000e+02
7.840000000000000000e+02,1.308000000000000000e+03
6.996000000000000227e+02,3.143999999999999773e+02
6.710399999999999636e+02,1.267200000000000045e+03
8.870399999999999636e+02,7.444800000000000182e+02
7.693055999999999131e+02,1.132185600000000022e+03
9.107999999999999545e+02,4.260000000000000000e+02
5.376000000000000227e+02,7.907999999999999545e+02
7.850000000000000000e+02,1.197000000000000000e+03
7.610111999999999171e+02,1.150847999999999956e+03
5.840639999999999645e+02,7.758719999999998436e+02
7.914239999999998645e+02,1.074815999999999804e+03
8.870000000000000000e+02,7.440000000000000000e+02
5.370000000000000000e+02,7.910000000000000000e+02
5.090000000000000000e+02,7.640000000000000000e+02
8.090000000000000000e+02,1.116000000000000000e+03
8.580000000000000000e+02,1.427000000000000000e+03
3.948000000000000114e+02,3.995999999999999659e+02
6.060000000000000000e+02,8.010000000000000000e+02
9.083999999999999773e+02,4.523999999999999773e+02
